Date,Temp,Hum,Prec
01/01/2007,16,68,0
02/01/2007,17,60,0
03/01/2007,17,56,0
04/01/2007,15,60,0
05/01/2007,15,59,0
06/01/2007,16,56,0
07/01/2007,17,59,0
08/01/2007,17,68,0
09/01/2007,14,64,0
10/01/2007,13,67,0
11/01/2007,15,68,0
12/01/2007,17,63,0
13/01/2007,16,60,0
14/01/2007,16,72,0
15/01/2007,17,68,0
16/01/2007,16,68,0
17/01/2007,16,68,0
18/01/2007,16,73,0
19/01/2007,16,59,0
20/01/2007,15,42,0
21/01/2007,14,63,0
22/01/2007,13,56,0
23/01/2007,14,59,0
24/01/2007,14,59,0
25/01/2007,13,72,0
26/01/2007,12,55,0
27/01/2007,14,48,0
28/01/2007,13,42,0
29/01/2007,14,45,0
30/01/2007,13,42,0
31/01/2007,14,52,0
01/02/2007,14,52,0
02/02/2007,13,63,0
03/02/2007,13,52,0
04/02/2007,13,56,0
05/02/2007,13,68,0
06/02/2007,13,60,0
07/02/2007,14,60,0
08/02/2007,16,60,0
09/02/2007,16,73,0
10/02/2007,16,64,0
11/02/2007,15,73,0
12/02/2007,16,68,0
13/02/2007,16,64,0
14/02/2007,16,61,0
15/02/2007,17,37,0
16/02/2007,14,43,0
17/02/2007,14,45,0
18/02/2007,13,51,0
19/02/2007,13,52,0
20/02/2007,14,49,0
21/02/2007,14,56,0
22/02/2007,15,60,0
23/02/2007,14,60,0
24/02/2007,14,56,0
25/02/2007,15,64,0
26/02/2007,16,73,0
27/02/2007,15,56,0
28/02/2007,14,46,0
01/03/2007,15,57,0
02/03/2007,16,64,0
03/03/2007,17,56,0
04/03/2007,15,63,0
05/03/2007,15,72,0
06/03/2007,15,63,0
07/03/2007,16,57,0
08/03/2007,17,25,0
09/03/2007,17,30,0
10/03/2007,16,46,0
11/03/2007,17,33,0
12/03/2007,12,27,0
13/03/2007,12,63,0
14/03/2007,15,56,0
15/03/2007,17,38,0
16/03/2007,16,56,0
17/03/2007,16,59,0
18/03/2007,17,64,0
19/03/2007,16,59,0
20/03/2007,14,59,0
21/03/2007,12,55,0
22/03/2007,13,52,0
23/03/2007,15,49,0
24/03/2007,14,56,0
25/03/2007,14,48,0
26/03/2007,14,52,0
27/03/2007,15,45,0
28/03/2007,15,55,0
29/03/2007,15,45,0
30/03/2007,15,49,0
31/03/2007,13,43,0
01/04/2007,15,42,0
02/04/2007,13,45,0
03/04/2007,12,52,0
04/04/2007,14,60,0
05/04/2007,15,64,0
06/04/2007,16,68,0
07/04/2007,15,72,0
08/04/2007,14,64,0
09/04/2007,14,64,0
10/04/2007,14,68,0
11/04/2007,13,52,0
12/04/2007,14,52,0
13/04/2007,14,52,0
14/04/2007,14,56,0
15/04/2007,14,52,0
16/04/2007,15,56,0
17/04/2007,16,43,0
18/04/2007,16,49,0
19/04/2007,17,64,0
20/04/2007,16,43,0
21/04/2007,16,52,0
22/04/2007,17,56,0
23/04/2007,15,64,0
24/04/2007,16,64,0
25/04/2007,17,64,0
26/04/2007,16,49,0
27/04/2007,16,46,0
28/04/2007,16,52,0
29/04/2007,15,56,0
30/04/2007,15,52,0
01/05/2007,15,43,0
02/05/2007,16,53,0
03/05/2007,17,43,0
04/05/2007,17,52,0
05/05/2007,17,56,0
06/05/2007,16,27,0
07/05/2007,17,26,0
08/05/2007,17,46,0
09/05/2007,17,56,0
10/05/2007,16,49,0
11/05/2007,17,45,0
12/05/2007,18,60,0
13/05/2007,17,64,0
14/05/2007,17,56,0
15/05/2007,17,52,0
16/05/2007,17,56,0
17/05/2007,17,56,0
18/05/2007,18,26,0
19/05/2007,18,68,0
20/05/2007,15,63,0
21/05/2007,14,46,0
22/05/2007,14,64,0
23/05/2007,13,49,0
24/05/2007,16,52,0
25/05/2007,14,63,0
26/05/2007,17,68,0
27/05/2007,17,49,0
28/05/2007,18,60,0
29/05/2007,16,52,0
30/05/2007,15,53,0
31/05/2007,17,50,0
01/06/2007,18,56,0
02/06/2007,17,34,0
03/06/2007,19,36,0
04/06/2007,18,47,0
05/06/2007,18,57,0
06/06/2007,18,46,0
07/06/2007,17,46,0
08/06/2007,17,56,0
09/06/2007,17,61,0
10/06/2007,17,64,0
11/06/2007,17,64,0
12/06/2007,18,60,0
13/06/2007,16,59,0
14/06/2007,18,61,0
15/06/2007,19,57,0
16/06/2007,20,57,0
17/06/2007,18,57,0
18/06/2007,17,64,0
19/06/2007,17,50,0
20/06/2007,19,57,0
21/06/2007,19,50,0
22/06/2007,19,57,0
23/06/2007,19,60,0
24/06/2007,20,53,0
25/06/2007,20,53,0
26/06/2007,18,47,0
27/06/2007,17,53,0
28/06/2007,18,53,0
29/06/2007,19,57,0
30/06/2007,17,57,0
01/07/2007,18,54,0
02/07/2007,21,61,0
03/07/2007,20,65,0
04/07/2007,20,61,0
05/07/2007,20,22,0
06/07/2007,21,19,0
07/07/2007,19,69,0
08/07/2007,20,53,0
09/07/2007,20,57,0
10/07/2007,19,57,0
11/07/2007,20,56,0
12/07/2007,20,42,0
13/07/2007,18,65,0
14/07/2007,18,61,0
15/07/2007,19,69,0
16/07/2007,19,73,0
17/07/2007,21,61,0
18/07/2007,20,61,0
19/07/2007,20,50,0
20/07/2007,20,50,0
21/07/2007,20,57,0
22/07/2007,19,54,0
23/07/2007,20,65,0
24/07/2007,20,50,0
25/07/2007,21,50,0
26/07/2007,20,54,0
27/07/2007,22,25,0
28/07/2007,24,20,0
29/07/2007,23,11,0
30/07/2007,24,10,0
31/07/2007,21,57,0
01/08/2007,22,51,0
02/08/2007,21,54,0
03/08/2007,22,57,0
04/08/2007,20,53,0
05/08/2007,21,57,0
06/08/2007,21,60,0
07/08/2007,20,53,0
08/08/2007,20,50,0
09/08/2007,20,47,0
10/08/2007,21,54,0
11/08/2007,21,60,0
12/08/2007,21,47,0
13/08/2007,20,50,0
14/08/2007,21,50,0
15/08/2007,20,57,0
16/08/2007,20,57,0
17/08/2007,20,57,0
18/08/2007,20,57,0
19/08/2007,21,61,0
20/08/2007,20,53,0
