Date,Temp,Hum,Prec
01/01/2003,18,64,0
02/01/2003,17,78,0
03/01/2003,15,59,0
04/01/2003,16,53,0
05/01/2003,15,60,0
06/01/2003,14,52,0
07/01/2003,14,56,0
08/01/2003,16,46,0
09/01/2003,16,46,0
10/01/2003,13,55,0
11/01/2003,13,59,0
12/01/2003,13,45,0
13/01/2003,13,42,0
14/01/2003,14,48,0
15/01/2003,14,49,0
16/01/2003,14,56,0
17/01/2003,14,59,0
18/01/2003,15,63,0
19/01/2003,14,56,0
20/01/2003,13,60,0
21/01/2003,17,68,0
22/01/2003,16,64,0
23/01/2003,16,56,0
24/01/2003,15,59,0
25/01/2003,16,42,0
26/01/2003,15,28,0
27/01/2003,16,26,0
28/01/2003,17,60,0
29/01/2003,16,55,0
30/01/2003,14,52,0
31/01/2003,13,55,0
01/02/2003,14,55,0
02/02/2003,15,59,0
03/02/2003,15,56,0
04/02/2003,16,59,0
05/02/2003,15,56,0
06/02/2003,14,64,0
07/02/2003,14,55,0
08/02/2003,15,55,0
09/02/2003,15,46,0
10/02/2003,14,55,0
11/02/2003,14,63,0
12/02/2003,16,55,0
13/02/2003,16,63,0
14/02/2003,14,60,0
15/02/2003,13,22,0
16/02/2003,15,59,0
17/02/2003,15,68,0
18/02/2003,15,64,0
19/02/2003,14,45,0
20/02/2003,12,55,0
21/02/2003,15,56,0
22/02/2003,14,55,0
23/02/2003,15,72,0
24/02/2003,13,49,0
25/02/2003,14,64,0
26/02/2003,14,40,0
27/02/2003,14,56,0
28/02/2003,13,60,0
01/03/2003,13,59,0
02/03/2003,14,67,0
03/03/2003,14,38,0
04/03/2003,14,26,0
05/03/2003,14,64,0
06/03/2003,16,60,0
07/03/2003,16,68,0
08/03/2003,15,59,0
09/03/2003,14,60,0
10/03/2003,15,52,0
11/03/2003,16,55,0
12/03/2003,14,64,0
13/03/2003,14,52,0
14/03/2003,14,45,0
15/03/2003,15,52,0
16/03/2003,15,68,0
17/03/2003,15,49,0
18/03/2003,14,52,0
19/03/2003,16,64,0
20/03/2003,15,55,0
21/03/2003,14,42,0
22/03/2003,12,40,0
23/03/2003,15,59,0
24/03/2003,15,45,0
25/03/2003,14,51,0
26/03/2003,15,68,0
27/03/2003,15,64,0
28/03/2003,19,73,0
29/03/2003,16,77,0
30/03/2003,16,78,0
31/03/2003,17,88,0
01/04/2003,17,77,0
02/04/2003,16,68,0
03/04/2003,15,68,0
04/04/2003,14,60,0
05/04/2003,14,59,0
06/04/2003,14,59,0
07/04/2003,14,68,0
08/04/2003,15,63,0
09/04/2003,15,59,0
10/04/2003,15,56,0
11/04/2003,14,56,0
12/04/2003,16,59,0
13/04/2003,15,37,0
14/04/2003,15,45,0
15/04/2003,14,55,0
16/04/2003,14,68,0
17/04/2003,16,55,0
18/04/2003,15,42,0
19/04/2003,13,56,0
20/04/2003,14,60,0
21/04/2003,14,49,0
22/04/2003,15,55,0
23/04/2003,14,60,0
24/04/2003,15,56,0
25/04/2003,17,72,0
26/04/2003,17,73,0
27/04/2003,16,57,0
28/04/2003,16,60,0
29/04/2003,15,59,0
30/04/2003,14,60,0
01/05/2003,14,52,0
02/05/2003,16,64,0
03/05/2003,14,56,0
04/05/2003,14,55,0
05/05/2003,15,46,0
06/05/2003,15,43,0
07/05/2003,16,49,0
08/05/2003,16,52,0
09/05/2003,17,60,0
10/05/2003,16,60,0
11/05/2003,17,53,0
12/05/2003,16,46,0
13/05/2003,17,56,0
14/05/2003,17,17,0
15/05/2003,18,29,0
16/05/2003,16,53,0
17/05/2003,17,60,0
18/05/2003,18,60,0
19/05/2003,18,56,0
20/05/2003,19,14,0
21/05/2003,21,14,0
22/05/2003,22,24,0
23/05/2003,21,26,0
24/05/2003,19,30,0
25/05/2003,17,49,0
26/05/2003,17,53,0
27/05/2003,15,59,0
28/05/2003,16,56,0
29/05/2003,16,64,0
30/05/2003,18,53,0
31/05/2003,18,64,0
01/06/2003,16,49,0
02/06/2003,17,73,0
03/06/2003,19,73,0
04/06/2003,18,68,0
05/06/2003,18,60,0
06/06/2003,18,60,0
07/06/2003,19,57,0
08/06/2003,19,60,0
09/06/2003,18,61,0
10/06/2003,18,65,0
11/06/2003,19,54,0
12/06/2003,21,57,0
13/06/2003,20,64,0
14/06/2003,19,61,0
15/06/2003,19,57,0
16/06/2003,18,47,0
17/06/2003,20,57,0
18/06/2003,20,53,0
19/06/2003,19,61,0
20/06/2003,19,69,0
21/06/2003,21,69,0
22/06/2003,21,69,0
23/06/2003,20,60,0
24/06/2003,19,54,0
25/06/2003,19,69,0
26/06/2003,20,50,0
27/06/2003,19,47,0
28/06/2003,19,64,0
29/06/2003,18,61,0
30/06/2003,20,69,0
01/07/2003,18,65,0
02/07/2003,20,61,0
03/07/2003,22,57,0
04/07/2003,21,57,0
05/07/2003,22,51,0
06/07/2003,21,57,0
07/07/2003,20,53,0
08/07/2003,21,53,0
09/07/2003,21,53,0
10/07/2003,21,61,0
11/07/2003,22,57,0
12/07/2003,22,57,0
13/07/2003,22,78,0
14/07/2003,21,65,0
15/07/2003,20,50,0
16/07/2003,20,50,0
17/07/2003,20,57,0
18/07/2003,19,57,0
19/07/2003,20,51,0
20/07/2003,21,57,0
21/07/2003,20,57,0
22/07/2003,21,57,0
23/07/2003,22,54,0
24/07/2003,22,57,0
25/07/2003,22,61,0
26/07/2003,21,61,0
27/07/2003,22,57,0
28/07/2003,23,51,0
29/07/2003,22,28,0
30/07/2003,24,40,0
31/07/2003,23,57,0
01/08/2003,22,57,0
02/08/2003,21,61,0
03/08/2003,21,61,0
04/08/2003,21,65,0
05/08/2003,21,65,0
06/08/2003,21,65,0
07/08/2003,20,61,0
08/08/2003,22,65,0
09/08/2003,21,65,0
10/08/2003,22,58,0
11/08/2003,22,65,0
12/08/2003,22,39,0
13/08/2003,23,61,0
14/08/2003,23,23,0
15/08/2003,24,21,0
16/08/2003,23,54,0
17/08/2003,22,54,0
18/08/2003,22,42,0
19/08/2003,22,54,0
20/08/2003,23,54,0
21/08/2003,22,54,0
22/08/2003,22,57,0
23/08/2003,22,47,0
24/08/2003,21,61,0
25/08/2003,21,61,0
26/08/2003,21,54,0
27/08/2003,20,56,0
28/08/2003,23,57,0
29/08/2003,21,65,0
30/08/2003,22,61,0
31/08/2003,21,65,0
01/09/2003,22,65,0
02/09/2003,22,65,0
03/09/2003,21,69,0
04/09/2003,21,57,0
05/09/2003,22,57,0
