Date,Temp,Hum,Prec
01/01/2002,16,63,0.00
02/01/2002,15,59,0.00
03/01/2002,15,64,0.00
04/01/2002,14,64,0.00
05/01/2002,14,68,0.00
06/01/2002,17,73,0.00
07/01/2002,15,72,0.00
08/01/2002,15,68,0.00
09/01/2002,17,68,0.00
10/01/2002,17,68,0.00
11/01/2002,18,88,0.00
12/01/2002,17,73,0.00
13/01/2002,17,52,0.00
14/01/2002,16,68,0.00
15/01/2002,17,64,0.00
16/01/2002,15,59,0.00
17/01/2002,15,52,0.00
18/01/2002,15,55,0.00
19/01/2002,15,60,0.00
20/01/2002,15,68,0.00
21/01/2002,15,68,0.00
22/01/2002,15,60,0.00
23/01/2002,16,73,0.00
24/01/2002,16,60,0.00
25/01/2002,15,60,0.00
26/01/2002,14,60,0.00
27/01/2002,16,60,0.00
28/01/2002,16,64,0.00
29/01/2002,17,34,0.00
30/01/2002,15,49,0.00
31/01/2002,15,56,0.00
01/02/2002,14,60,0.00
02/02/2002,15,60,0.00
03/02/2002,15,63,0.00
04/02/2002,15,64,0.00
05/02/2002,14,59,0.00
06/02/2002,16,64,0.00
07/02/2002,16,64,0.00
08/02/2002,16,68,0.00
09/02/2002,17,64,0.00
10/02/2002,17,33,0.00
11/02/2002,15,43,0.00
12/02/2002,16,53,0.00
13/02/2002,14,49,0.00
14/02/2002,15,68,0.00
15/02/2002,15,68,0.00
16/02/2002,13,52,0.00
17/02/2002,14,48,0.00
18/02/2002,15,48,0.00
19/02/2002,15,48,0.00
20/02/2002,15,52,0.00
21/02/2002,15,55,0.00
22/02/2002,15,59,0.00
23/02/2002,15,59,0.00
24/02/2002,15,59,0.00
25/02/2002,15,56,0.00
26/02/2002,15,49,0.00
27/02/2002,14,40,0.00
28/02/2002,13,55,0.00
01/03/2002,11,48,0.00
02/03/2002,10,51,0.00
03/03/2002,9,42,0.00
04/03/2002,11,42,0.00
05/03/2002,12,45,0.00
06/03/2002,15,48,0.00
07/03/2002,14,52,0.00
08/03/2002,16,59,0.00
09/03/2002,16,60,0.00
10/03/2002,14,68,0.00
11/03/2002,13,64,0.00
12/03/2002,11,45,0.00
13/03/2002,11,37,0.00
14/03/2002,12,52,0.00
15/03/2002,11,34,0.00
16/03/2002,12,45,0.00
17/03/2002,13,46,0.00
18/03/2002,15,68,0.00
19/03/2002,15,60,0.00
20/03/2002,14,21,0.00
21/03/2002,17,25,0.00
22/03/2002,18,29,0.00
23/03/2002,17,46,0.00
24/03/2002,15,52,0.00
25/03/2002,16,56,0.00
26/03/2002,16,40,0.00
27/03/2002,16,68,0.00
28/03/2002,16,60,0.00
29/03/2002,15,60,0.00
30/03/2002,14,73,0.00
31/03/2002,15,56,0.00
01/04/2002,16,63,0.00
02/04/2002,15,49,0.00
03/04/2002,15,55,0.00
04/04/2002,15,46,0.00
05/04/2002,16,55,0.00
06/04/2002,15,40,0.00
07/04/2002,13,40,0.00
08/04/2002,12,52,0.00
09/04/2002,13,63,0.00
10/04/2002,12,63,0.00
11/04/2002,15,59,0.00
12/04/2002,13,52,0.00
13/04/2002,14,55,0.00
14/04/2002,14,63,0.00
15/04/2002,13,59,0.00
16/04/2002,14,52,0.00
17/04/2002,13,52,0.00
18/04/2002,13,60,0.00
19/04/2002,14,60,0.00
20/04/2002,14,30,0.00
21/04/2002,17,24,0.00
22/04/2002,19,28,0.00
23/04/2002,17,22,0.00
24/04/2002,16,24,0.00
25/04/2002,20,18,0.00
26/04/2002,16,38,0.00
27/04/2002,17,45,0.00
28/04/2002,16,64,0.00
29/04/2002,16,59,0.00
30/04/2002,16,49,0.00
01/05/2002,16,56,0.00
